Product_ID,Wafer_ID,Lot_ID,Factory,Line,Shift,Process_Mode,Product_Type,Material_Supplier,Chamber_ID,Temperature,Chamber_Pressure,Gas_Flow,Etch_Rate,Chamber_Humidity,Particle_Count,Thickness_Uniformity,Voltage_Stability,Cycle_Time,Defect
CHIP-02992,WAFER-02992,LOT-040,B,L2,Day,High_Speed,Standard,S1,CH-02,493.85,2.506,113.53,1.747,38.11,17.1,0.9646,0.9644,30.29,0
CHIP-02993,WAFER-02993,LOT-020,B,L2,Day,High_Speed,Standard,S2,CH-01,453.89,2.558,121.45,1.707,38.79,21.7,0.9134,0.9446,32.92,0
CHIP-02994,WAFER-02994,LOT-005,C,L1,Night,Normal,Advanced,S3,CH-04,475.78,2.794,104.12,1.407,34.13,18.1,0.9492,0.9779,30.97,0
CHIP-02995,WAFER-02995,LOT-020,C,L1,Night,Normal,Advanced,S3,CH-01,480.1,2.263,119.84,1.364,43.24,17.1,0.9677,0.9679,30.44,0
CHIP-02996,WAFER-02996,LOT-034,A,L1,Night,High_Speed,Standard,S3,CH-03,477.15,2.631,125.37,1.435,36.83,26.8,,0.9559,23.65,0
CHIP-02997,WAFER-02997,LOT-013,B,L2,Day,Normal,Premium,S2,CH-03,467.92,2.68,105.78,1.475,38.21,27.9,0.9351,0.987,27.69,0
CHIP-02998,WAFER-02998,LOT-011,A,L1,Night,Normal,Standard,S2,CH-04,470.43,2.46,122.32,1.525,39.19,20.9,0.8976,0.9623,29.2,0
CHIP-02999,WAFER-02999,LOT-001,C,L2,Night,High_Speed,Advanced,S1,CH-03,474.56,2.446,111.31,1.417,32.54,23.1,0.9783,0.957,27.85,0
CHIP-03000,WAFER-03000,LOT-016,A,L2,Day,Normal,Advanced,S2,CH-03,461.46,2.332,130.15,1.596,37.51,15.7,0.9518,0.97,25.53,0
CHIP-03001,WAFER-03001,LOT-016,B,L1,Day,Normal,Advanced,S1,CH-03,484.91,2.399,123.88,1.658,34.41,21.1,0.8995,0.9762,34.03,0
CHIP-03002,WAFER-03002,LOT-015,C,L3,Day,Normal,Advanced,S1,CH-03,488.36,2.527,114.46,1.631,35.71,15.0,0.945,0.9581,30.55,0
CHIP-03003,WAFER-03003,LOT-015,B,L2,Day,High_Speed,Standard,S2,CH-02,472.2,2.355,117.12,1.484,45.53,14.7,0.9262,0.9912,30.87,0
CHIP-03004,WAFER-03004,LOT-011,C,L3,Day,High_Speed,Advanced,S3,CH-04,494.98,2.572,112.75,1.563,38.26,22.4,0.9503,0.9929,33.33,0
CHIP-03005,WAFER-03005,LOT-027,A,L1,Night,High_Speed,Standard,S1,CH-04,499.28,2.324,113.54,1.618,45.1,15.5,0.99,,27.54,0
CHIP-03006,WAFER-03006,LOT-021,C,L3,Day,High_Speed,Advanced,S2,CH-03,491.52,2.715,122.41,1.508,30.2,20.4,0.962,0.9528,25.96,0
CHIP-03007,WAFER-03007,LOT-029,C,L2,Night,Normal,Premium,S3,CH-01,485.02,2.652,113.6,1.468,37.72,19.6,0.9276,0.9902,28.46,0
CHIP-03008,WAFER-03008,LOT-031,B,L3,Day,Normal,Advanced,S3,CH-01,495.34,2.523,121.15,1.493,46.16,10.8,0.9237,0.9633,30.49,0
CHIP-03009,WAFER-03009,LOT-003,A,L1,Night,Normal,Standard,S1,CH-03,487.27,2.422,116.11,1.726,40.47,20.7,0.9497,0.9754,27.87,1
CHIP-03010,WAFER-03010,LOT-002,B,L2,Day,Normal,Advanced,,CH-02,493.18,2.384,114.68,1.488,42.01,26.3,0.9795,0.9881,30.77,0
CHIP-03011,WAFER-03011,LOT-032,B,L3,Night,High_Speed,Standard,,CH-03,470.74,2.765,122.85,1.459,30.0,25.6,0.885,0.9725,29.03,0
CHIP-03012,WAFER-03012,LOT-010,A,L3,Day,Normal,Premium,S1,CH-03,482.77,2.722,128.36,1.511,39.06,19.9,0.9073,0.9917,27.87,0
CHIP-03013,WAFER-03013,LOT-026,C,L3,Day,Normal,Premium,S3,CH-04,499.58,2.703,121.73,1.283,39.07,27.3,0.9061,0.972,34.07,0
CHIP-03014,WAFER-03014,LOT-015,C,L1,Night,High_Speed,Premium,S1,CH-01,497.11,2.605,114.65,1.589,43.22,15.9,0.9774,0.9678,34.07,0
CHIP-03015,WAFER-03015,LOT-020,C,L2,Day,High_Speed,Advanced,S1,CH-01,481.28,2.537,117.26,1.631,35.82,29.2,0.9194,0.9766,33.34,1
CHIP-03016,WAFER-03016,LOT-040,A,L1,Night,Normal,Standard,S1,CH-04,462.12,2.316,113.72,1.521,48.03,15.1,0.9247,,31.6,0
CHIP-03017,WAFER-03017,LOT-024,B,L2,Day,Normal,Advanced,S3,CH-03,488.57,2.568,127.96,1.548,44.39,13.4,0.9239,0.9613,28.16,0
CHIP-03018,WAFER-03018,LOT-005,A,L2,Day,Normal,Premium,S2,CH-03,489.07,2.378,123.18,1.56,43.55,15.3,0.9432,0.9891,29.81,0
CHIP-03019,WAFER-03019,LOT-035,A,L2,Night,Normal,Standard,S1,CH-01,496.15,2.413,119.15,1.429,40.98,20.1,0.934,0.9732,29.41,0
CHIP-03020,WAFER-03020,LOT-021,A,L3,Day,High_Speed,Standard,S1,CH-03,481.48,2.737,132.73,1.58,39.38,15.7,0.9509,0.9706,38.07,0
CHIP-03021,WAFER-03021,LOT-004,A,L3,Night,Normal,Advanced,S1,CH-04,473.21,2.358,105.35,1.558,42.63,18.2,0.9305,0.9577,29.77,0
CHIP-03022,WAFER-03022,LOT-002,B,L1,Day,Normal,Advanced,S2,CH-03,486.19,1.527,120.01,1.404,46.7,22.5,0.9606,0.9911,31.07,0
CHIP-03023,WAFER-03023,LOT-028,A,L3,Night,Normal,Advanced,S1,CH-04,459.35,2.428,113.13,1.701,41.64,22.0,0.9785,0.9575,25.12,0
CHIP-03024,WAFER-03024,LOT-024,A,L3,Day,Normal,Premium,S1,CH-02,477.23,2.371,126.98,1.691,39.55,18.4,0.9295,0.9795,28.36,0
CHIP-03025,WAFER-03025,LOT-004,B,L2,Day,High_Speed,Advanced,S3,CH-02,459.44,2.52,126.44,1.573,38.93,21.6,0.9325,0.9558,30.76,0
CHIP-03026,WAFER-03026,LOT-030,C,L1,Day,Normal,Standard,S1,CH-01,486.91,2.505,112.31,1.522,44.02,12.8,0.97,0.9554,32.1,0
CHIP-03027,WAFER-03027,LOT-020,C,L1,Day,Normal,Premium,S1,CH-02,482.99,3.024,99.82,1.56,34.32,13.3,0.9629,0.997,31.21,0
CHIP-03028,WAFER-03028,LOT-009,B,L2,Day,Normal,Standard,S2,CH-01,493.93,2.137,127.25,1.557,40.97,21.3,0.9323,0.9595,31.42,0
CHIP-03029,WAFER-03029,LOT-005,A,L1,Night,Normal,Advanced,S1,CH-01,494.67,2.425,,1.506,40.19,28.7,0.9084,0.9753,32.6,0
CHIP-03030,WAFER-03030,LOT-007,B,L1,Night,Normal,Standard,S2,CH-03,476.95,2.682,135.59,1.388,39.74,18.8,0.8985,0.9827,34.32,0
CHIP-03031,WAFER-03031,LOT-009,B,L1,Day,Normal,Standard,S1,CH-03,480.03,2.659,120.26,1.341,,13.0,0.8864,0.9484,29.34,0
CHIP-03032,WAFER-03032,LOT-017,A,L2,Day,High_Speed,Standard,S1,CH-01,454.64,2.72,115.38,1.417,40.63,18.9,0.9141,0.9554,32.65,0
CHIP-03033,WAFER-03033,LOT-001,A,L2,Night,Normal,Advanced,S2,CH-03,478.85,2.339,117.0,1.555,45.51,19.0,0.9771,0.9797,26.47,0
CHIP-03034,WAFER-03034,LOT-003,C,L1,Night,Normal,Standard,S1,CH-02,499.77,2.559,121.09,1.546,37.91,23.6,0.9126,0.9725,31.42,0
CHIP-03035,WAFER-03035,LOT-024,A,L3,Day,Normal,Standard,S3,CH-02,474.56,2.487,114.03,1.582,33.35,26.0,0.9228,0.9733,29.01,0
CHIP-03036,WAFER-03036,LOT-031,A,L1,Night,Normal,Standard,S3,CH-01,502.89,2.539,121.17,1.618,44.42,26.6,0.9538,0.9832,31.89,0
CHIP-03037,WAFER-03037,LOT-003,A,L1,Day,Normal,Standard,S1,CH-01,494.33,2.417,131.9,1.402,44.41,10.0,0.9174,0.9905,34.88,0
CHIP-03038,WAFER-03038,LOT-015,C,L2,Night,Normal,Standard,S2,CH-02,498.59,2.333,111.39,1.652,39.96,15.1,0.9346,0.9768,33.16,0
CHIP-03039,WAFER-03039,LOT-029,B,L2,Day,Normal,Premium,S1,CH-01,455.58,,120.3,1.572,40.43,14.6,0.9296,0.9733,31.34,0
CHIP-03040,WAFER-03040,LOT-005,C,L2,Day,High_Speed,Premium,S2,CH-02,501.34,2.606,99.8,1.564,37.69,11.8,0.9825,0.9681,26.79,0
CHIP-03041,WAFER-03041,LOT-022,C,L3,Day,Normal,Advanced,S3,CH-01,501.5,1.653,118.66,1.604,42.76,16.4,0.9238,0.9696,31.62,0
CHIP-03042,WAFER-03042,LOT-021,C,L2,Day,High_Speed,Advanced,S3,CH-01,496.54,2.698,115.19,1.695,37.68,17.8,0.9268,0.9901,30.31,0
CHIP-03043,WAFER-03043,LOT-005,A,L1,Day,High_Speed,Standard,S1,CH-02,478.23,2.574,117.05,1.547,38.19,16.2,0.9362,0.9765,27.68,0
CHIP-03044,WAFER-03044,LOT-031,A,L2,Day,Normal,Standard,S3,CH-01,476.4,2.55,129.65,1.673,34.13,26.3,0.952,0.9637,34.64,0
CHIP-03045,WAFER-03045,LOT-035,C,L1,Night,Normal,Advanced,S1,CH-02,469.14,2.294,128.32,1.589,37.52,13.8,0.9392,0.9615,27.67,0
CHIP-03046,WAFER-03046,LOT-020,C,L3,Day,Normal,Premium,S1,CH-04,506.35,2.724,115.94,1.393,41.7,12.3,0.9168,0.9579,29.46,1
CHIP-03047,WAFER-03047,LOT-021,C,L2,Night,Normal,Advanced,S3,CH-02,477.84,2.505,114.36,1.327,40.06,19.7,0.9537,0.9639,28.55,0
CHIP-03048,WAFER-03048,LOT-005,C,L1,Day,Normal,Advanced,S2,CH-03,491.43,2.662,122.0,1.74,34.48,19.6,0.9383,0.9832,34.08,0
CHIP-03049,WAFER-03049,LOT-020,B,L3,Night,Normal,Advanced,S3,CH-02,484.17,2.423,106.59,1.64,38.01,14.5,0.9327,0.9615,24.32,1
CHIP-03050,WAFER-03050,LOT-020,B,L2,Day,Normal,Standard,S2,CH-01,474.57,2.341,123.39,1.516,37.38,9.5,0.9313,0.9645,35.29,0
CHIP-03051,WAFER-03051,LOT-030,B,L2,Day,Normal,Advanced,S1,CH-01,470.02,2.515,118.42,1.5,45.4,26.3,0.8975,0.9762,34.62,1
CHIP-03052,WAFER-03052,LOT-028,B,L3,Day,Normal,Advanced,S1,CH-02,482.21,2.388,111.58,1.644,34.07,25.4,0.919,0.9788,25.88,1
CHIP-03053,WAFER-03053,LOT-028,A,L2,Day,Normal,Standard,S2,CH-03,483.35,2.144,122.75,1.433,41.33,21.5,0.9448,0.9572,29.96,0
CHIP-03054,WAFER-03054,LOT-030,A,L1,Day,Normal,Advanced,S1,CH-04,477.24,2.458,117.48,1.559,26.98,24.5,0.959,,25.31,0
CHIP-03055,WAFER-03055,LOT-003,A,L3,Day,High_Speed,Standard,S1,CH-01,487.32,2.556,121.57,1.63,31.04,22.2,0.9517,0.9567,27.61,0
CHIP-03056,WAFER-03056,LOT-001,A,L3,Day,Normal,Standard,S3,CH-01,482.66,2.22,127.08,1.695,33.7,21.0,0.9216,0.9631,28.23,0
CHIP-03057,WAFER-03057,LOT-006,A,L1,Day,Normal,Advanced,S1,CH-03,492.48,2.582,119.96,1.518,44.35,22.2,0.9894,0.9932,34.33,0
CHIP-03058,WAFER-03058,LOT-010,B,L1,Night,High_Speed,Advanced,S1,CH-01,489.05,2.477,123.84,1.541,34.01,15.4,0.9261,0.9754,34.15,0
CHIP-03059,WAFER-03059,LOT-019,B,L2,Day,Normal,Standard,S1,CH-02,479.35,2.758,128.27,1.674,26.27,19.8,0.923,0.9544,32.57,0
CHIP-03060,WAFER-03060,LOT-035,B,L2,Day,Normal,Advanced,S1,CH-04,458.73,2.298,117.56,1.513,33.43,19.7,0.9421,0.9792,29.36,0
CHIP-03061,WAFER-03061,LOT-008,C,L1,Day,Normal,Premium,S1,CH-03,492.31,2.439,121.6,1.486,49.3,23.1,0.9663,0.986,31.58,0
CHIP-03062,WAFER-03062,LOT-017,B,L3,Day,Normal,Advanced,S2,CH-03,483.34,2.367,130.15,1.608,44.53,15.3,0.9348,0.9633,30.61,0
CHIP-03063,WAFER-03063,LOT-026,B,L1,Day,Normal,Advanced,S2,CH-03,480.47,2.215,,1.751,,10.0,0.8926,0.9648,37.31,0
CHIP-03064,WAFER-03064,LOT-021,B,L3,Day,Normal,Advanced,S1,CH-02,478.46,2.319,111.07,1.681,34.39,17.9,0.9353,0.9757,30.53,0
CHIP-03065,WAFER-03065,LOT-031,A,L3,Day,Normal,Advanced,S2,CH-01,500.15,2.56,116.91,1.534,41.47,18.5,0.9044,0.9869,31.78,0
CHIP-03066,WAFER-03066,LOT-017,B,L1,Night,Normal,Advanced,S2,CH-02,474.19,2.603,,1.496,34.04,16.2,0.9081,0.9856,32.55,0
CHIP-03067,WAFER-03067,LOT-038,C,L2,Day,High_Speed,Standard,S1,CH-01,474.54,2.734,126.99,1.62,40.34,14.8,0.9084,0.9602,22.68,0
CHIP-03068,WAFER-03068,LOT-027,A,L1,Day,High_Speed,Standard,S1,CH-04,499.28,2.324,113.54,1.618,45.1,15.5,0.99,,27.54,0
CHIP-03069,WAFER-03069,LOT-015,C,L3,Day,Normal,Advanced,S3,CH-01,489.29,2.494,122.59,1.587,36.9,19.0,0.9407,,30.82,0
CHIP-03070,WAFER-03070,LOT-029,A,L2,Day,High_Speed,Advanced,S1,CH-03,475.47,2.466,132.66,1.524,38.76,16.6,0.9313,0.9643,26.71,0
CHIP-03071,WAFER-03071,LOT-029,B,L3,Day,Normal,Advanced,S2,CH-04,475.05,2.408,118.37,1.51,39.13,21.6,0.9703,0.9742,27.63,0
CHIP-03072,WAFER-03072,LOT-033,C,L2,Night,High_Speed,Premium,S2,CH-01,501.11,2.562,138.33,1.667,37.69,16.4,0.9648,0.9758,36.68,0
CHIP-03073,WAFER-03073,LOT-026,C,L2,Night,High_Speed,Premium,S1,CH-02,481.78,2.439,,1.521,31.58,19.6,0.9084,0.9664,29.17,0
CHIP-03074,WAFER-03074,LOT-034,B,L1,Day,Normal,Advanced,S2,CH-04,493.85,2.408,110.55,1.578,33.39,24.1,,0.9601,24.29,0
CHIP-03075,WAFER-03075,LOT-022,B,L1,Day,Normal,Premium,S1,CH-01,491.31,2.337,107.04,1.416,44.17,20.4,0.9564,,29.25,0
CHIP-03076,WAFER-03076,LOT-015,A,L2,Night,Normal,Premium,S1,CH-04,467.88,2.643,109.58,1.46,32.17,11.8,0.9126,0.9758,28.62,0
CHIP-03077,WAFER-03077,LOT-037,B,L3,Day,Normal,Premium,S2,CH-03,472.42,2.788,113.29,1.524,31.06,15.9,0.9651,0.9841,23.48,0
CHIP-03078,WAFER-03078,LOT-031,B,L3,Night,Normal,Premium,S2,CH-01,498.32,2.554,116.73,1.468,31.02,26.2,0.925,0.9618,30.15,0
CHIP-03079,WAFER-03079,LOT-008,A,L1,Day,High_Speed,Premium,S1,CH-02,482.96,2.598,133.86,1.529,40.04,16.2,0.9398,0.9667,30.79,0
CHIP-03080,WAFER-03080,LOT-001,A,L3,Day,Normal,Standard,S3,CH-01,472.95,2.405,115.36,1.378,27.65,20.0,0.9745,0.97,31.14,0
CHIP-03081,WAFER-03081,LOT-036,C,L1,Day,Normal,Advanced,S1,CH-01,492.87,,117.65,1.552,40.36,19.4,0.8963,0.9579,24.73,0
CHIP-03082,WAFER-03082,LOT-040,A,L3,Night,Normal,Standard,S3,CH-02,484.91,2.364,117.81,1.725,40.69,22.5,0.9686,0.9737,29.96,0
CHIP-03083,WAFER-03083,LOT-033,C,L1,Night,Normal,Advanced,S1,CH-04,487.05,2.6,125.85,1.492,33.93,16.4,0.9588,0.9823,30.91,0
CHIP-03084,WAFER-03084,LOT-023,A,L1,Day,Normal,Advanced,S1,CH-01,462.15,2.624,120.86,1.732,40.88,13.8,0.9447,0.9725,30.39,0
CHIP-03085,WAFER-03085,LOT-007,B,L3,Day,Normal,Standard,S3,CH-01,488.52,2.269,,1.516,34.46,19.2,0.9523,0.9916,35.86,0
CHIP-03086,WAFER-03086,LOT-030,B,L2,Night,Normal,Standard,S1,CH-03,471.33,2.465,119.34,1.451,41.99,23.7,0.9177,0.9792,28.55,0
CHIP-03087,WAFER-03087,LOT-027,B,L3,Night,Normal,Standard,S3,CH-04,481.72,2.213,121.47,1.563,33.53,16.8,0.9212,0.9692,20.55,0
CHIP-03088,WAFER-03088,LOT-040,B,L2,Day,Normal,Standard,S1,CH-01,494.59,2.686,121.36,1.448,38.78,13.4,0.9633,0.967,27.13,0
CHIP-03089,WAFER-03089,LOT-016,A,L1,Day,Normal,Standard,S2,CH-01,446.76,2.614,120.02,1.571,42.38,20.2,,0.9721,32.89,0
CHIP-03090,WAFER-03090,LOT-027,B,L1,Day,High_Speed,Standard,S1,CH-04,494.26,2.66,128.38,1.54,26.95,28.1,0.9635,0.9699,32.54,0
CHIP-03091,WAFER-03091,LOT-013,C,L2,Night,High_Speed,Standard,S3,CH-04,460.32,2.309,116.46,1.403,35.34,15.4,0.8956,0.968,28.16,0
CHIP-03092,WAFER-03092,LOT-028,B,L2,Day,High_Speed,Advanced,S1,CH-03,465.11,2.574,131.76,1.435,45.95,23.7,0.9379,0.9672,25.81,0
CHIP-03093,WAFER-03093,LOT-034,B,L2,Day,High_Speed,Advanced,S2,CH-01,502.39,2.649,,1.549,31.28,25.9,0.9617,0.9631,31.01,0
CHIP-03094,WAFER-03094,LOT-023,B,L1,Day,Normal,Advanced,S1,CH-01,462.15,2.624,120.86,1.732,40.88,13.8,0.9447,0.9725,30.39,0
CHIP-03095,WAFER-03095,LOT-040,A,L1,Night,Normal,Standard,S2,CH-01,484.0,2.787,116.34,1.581,35.7,25.7,0.9316,0.9893,30.89,0
CHIP-03096,WAFER-03096,LOT-006,A,L2,Day,High_Speed,Premium,S1,CH-03,500.33,2.493,121.24,1.569,34.71,27.2,0.8926,0.9767,31.84,0
CHIP-03097,WAFER-03097,LOT-028,A,L1,Day,High_Speed,Standard,S2,CH-04,478.21,2.502,115.7,1.522,32.07,21.0,0.9477,0.9352,40.14,0
CHIP-03098,WAFER-03098,LOT-024,C,L2,Night,High_Speed,Premium,S1,CH-02,486.08,2.414,117.22,1.673,36.85,24.3,0.9573,0.965,31.08,0
CHIP-03099,WAFER-03099,LOT-039,C,L1,Day,Normal,Premium,S2,CH-02,497.05,2.561,115.15,1.47,37.88,23.7,0.9494,0.9824,26.1,0
CHIP-03100,WAFER-03100,LOT-016,A,L3,Day,Normal,Advanced,S2,CH-01,467.82,2.553,107.4,1.537,33.4,13.7,0.934,0.9573,28.33,0
CHIP-03101,WAFER-03101,LOT-036,A,L2,Day,High_Speed,Standard,S2,CH-01,475.4,2.672,119.55,1.522,,15.0,0.9239,0.954,32.07,0
CHIP-03102,WAFER-03102,LOT-002,C,L1,Night,Normal,Advanced,S2,CH-03,486.19,1.527,120.01,1.404,46.7,22.5,0.9606,0.9911,31.07,0
CHIP-03103,WAFER-03103,LOT-028,A,L2,Night,Normal,Advanced,S3,CH-01,489.98,2.209,112.96,1.503,24.6,22.5,0.9794,0.9745,24.69,0
CHIP-03104,WAFER-03104,LOT-007,B,L2,Night,High_Speed,Advanced,S1,CH-03,488.05,2.495,116.33,1.564,35.4,26.8,0.9781,0.9615,26.08,0
CHIP-03105,WAFER-03105,LOT-014,B,L2,Day,High_Speed,Advanced,,CH-02,498.37,2.397,116.21,1.439,46.15,17.1,0.9334,0.9928,28.03,0
CHIP-03106,WAFER-03106,LOT-037,A,L1,Day,Normal,Standard,S1,CH-01,488.24,2.77,127.89,1.52,36.47,20.4,0.9588,0.9701,32.55,0
CHIP-03107,WAFER-03107,LOT-006,B,L2,Day,Normal,Premium,S1,CH-02,472.87,2.269,124.45,1.456,35.67,12.0,0.9104,0.9762,27.1,0
CHIP-03108,WAFER-03108,LOT-032,C,L3,Day,Normal,Premium,,CH-03,470.74,2.765,122.85,1.459,30.0,25.6,0.885,0.9725,29.03,0
CHIP-03109,WAFER-03109,LOT-012,B,L1,Night,Normal,Advanced,S1,CH-02,494.6,2.307,105.06,1.584,41.77,23.8,0.8773,0.9726,25.86,0
CHIP-03110,WAFER-03110,LOT-024,B,L2,Night,Normal,Premium,S1,CH-03,450.12,2.369,115.68,1.407,45.49,20.0,0.9087,0.9531,27.34,0
CHIP-03111,WAFER-03111,LOT-034,A,L1,Day,Normal,Standard,S2,CH-01,453.87,,117.36,1.501,38.07,18.9,0.881,0.9795,35.66,0
CHIP-03112,WAFER-03112,LOT-021,A,L2,Night,High_Speed,Standard,S1,CH-03,461.84,2.671,112.93,1.51,30.73,15.4,0.9193,0.9568,28.06,0
CHIP-03113,WAFER-03113,LOT-008,C,L2,Day,Normal,Premium,,CH-02,485.04,2.881,137.67,1.713,40.66,13.6,0.8956,0.9804,35.24,0
CHIP-03114,WAFER-03114,LOT-036,C,L1,Day,Normal,Premium,S2,CH-02,465.72,,107.13,1.505,34.67,30.2,0.92,0.964,34.22,0
CHIP-03115,WAFER-03115,LOT-006,C,L1,Night,Normal,Advanced,S2,CH-03,477.19,2.187,127.95,1.55,38.44,19.0,0.9329,0.9785,34.86,0
CHIP-03116,WAFER-03116,LOT-011,A,L2,Night,Normal,Standard,S3,CH-01,465.48,2.566,133.09,1.62,51.86,20.3,0.9438,,29.52,0
CHIP-03117,WAFER-03117,LOT-036,C,L2,Night,High_Speed,Premium,S1,CH-04,486.01,2.411,114.56,1.334,38.85,17.1,0.9755,0.9454,25.95,0
CHIP-03118,WAFER-03118,LOT-004,A,L3,Night,Normal,Standard,,CH-03,461.47,2.576,124.93,1.539,45.82,26.1,0.9393,0.9812,27.81,0
CHIP-03119,WAFER-03119,LOT-031,B,L2,Day,Normal,Advanced,S3,CH-04,501.59,2.273,119.4,1.398,,15.9,0.9275,0.9633,31.87,0
CHIP-03120,WAFER-03120,LOT-030,B,L3,Night,Normal,Premium,S2,CH-02,471.37,2.718,,1.587,37.08,11.3,0.9396,0.9766,28.14,0
CHIP-03121,WAFER-03121,LOT-002,B,L3,Night,Normal,Standard,S1,CH-02,468.89,2.028,112.76,1.548,49.12,13.8,0.9459,0.9866,34.51,0
CHIP-03122,WAFER-03122,LOT-003,B,L1,Day,Normal,Premium,S3,CH-01,489.14,2.844,118.81,1.65,34.55,24.0,0.9415,0.9653,30.03,0
CHIP-03123,WAFER-03123,LOT-035,C,L3,Day,High_Speed,Standard,S2,CH-02,487.04,2.226,107.01,1.554,31.66,21.7,0.9292,0.9609,35.31,0
CHIP-03124,WAFER-03124,LOT-010,C,L3,Night,High_Speed,Advanced,S2,CH-02,481.01,2.531,130.66,1.453,34.25,15.9,0.9332,0.9666,30.71,0
CHIP-03125,WAFER-03125,LOT-004,A,L2,Night,High_Speed,Premium,S1,CH-03,474.0,2.636,114.43,1.673,43.14,18.8,0.9507,0.9612,29.0,0
CHIP-03126,WAFER-03126,LOT-004,A,L2,Day,Normal,Standard,S2,CH-01,488.82,2.737,,1.513,37.47,28.2,0.9224,0.9918,30.26,0
CHIP-03127,WAFER-03127,LOT-004,B,L2,Day,Normal,Standard,S2,CH-03,484.61,2.541,117.94,1.541,33.65,12.7,0.9067,0.984,23.43,0
CHIP-03128,WAFER-03128,LOT-035,A,L1,Day,High_Speed,Premium,S3,CH-01,470.85,2.797,101.47,1.591,32.6,21.9,0.9651,0.9766,29.07,0
CHIP-03129,WAFER-03129,LOT-021,A,L1,Day,Normal,Standard,S1,CH-01,464.89,2.448,130.81,1.682,42.8,18.9,0.9162,0.9534,28.68,0
CHIP-03130,WAFER-03130,LOT-030,A,L1,Night,Normal,Standard,S2,CH-02,493.86,2.418,123.21,1.54,36.18,13.7,0.9386,0.9995,29.97,0
CHIP-03131,WAFER-03131,LOT-013,A,L2,Day,High_Speed,Standard,S2,CH-04,480.01,2.831,119.37,1.518,51.76,13.8,0.9366,0.9586,37.33,0
CHIP-03132,WAFER-03132,LOT-003,B,L2,Day,Normal,Standard,S3,CH-03,497.1,,123.04,1.603,35.34,18.7,0.9375,0.9753,23.84,0
CHIP-03133,WAFER-03133,LOT-005,C,L1,Day,Normal,Standard,S2,CH-03,491.43,2.662,122.0,1.74,34.48,19.6,0.9383,0.9832,34.08,0
CHIP-03134,WAFER-03134,LOT-025,C,L1,Day,High_Speed,Premium,S1,CH-01,486.65,2.478,109.59,1.578,32.59,19.1,0.926,0.967,35.09,1
CHIP-03135,WAFER-03135,LOT-039,B,L1,Night,High_Speed,Advanced,S2,CH-01,477.11,2.821,128.23,1.515,,26.4,0.9698,0.9703,28.99,0
CHIP-03136,WAFER-03136,LOT-013,A,L3,Night,High_Speed,Standard,S1,CH-01,487.44,3.136,136.49,1.56,40.23,16.4,0.9402,0.9829,30.75,0
CHIP-03137,WAFER-03137,LOT-027,B,L3,Day,High_Speed,Advanced,S3,CH-02,494.22,2.584,112.5,1.515,36.98,16.2,0.9672,0.9776,31.69,0
CHIP-03138,WAFER-03138,LOT-024,B,L1,Day,Normal,Standard,S2,CH-04,487.13,2.532,117.95,1.587,46.34,18.1,,0.9735,31.27,0
CHIP-03139,WAFER-03139,LOT-026,C,L3,Day,Normal,Advanced,S3,CH-02,487.22,2.781,124.02,1.402,44.27,19.6,0.9346,0.9565,35.37,0
CHIP-03140,WAFER-03140,LOT-017,B,L3,Night,Normal,Premium,S2,CH-01,457.52,2.723,125.1,1.737,34.35,23.4,0.963,0.9795,34.09,0
CHIP-03141,WAFER-03141,LOT-021,B,L3,Night,Normal,Advanced,S2,CH-02,490.29,2.373,118.95,1.563,38.33,25.6,0.9409,0.9845,34.15,0
CHIP-03142,WAFER-03142,LOT-003,A,L3,Day,Normal,Advanced,S1,CH-01,487.38,3.102,115.45,1.732,46.05,12.2,0.9282,0.947,30.26,0
CHIP-03143,WAFER-03143,LOT-023,C,L2,Day,Normal,Advanced,S2,CH-03,465.13,2.273,127.29,1.566,33.35,12.8,0.9167,0.9603,29.53,0
CHIP-03144,WAFER-03144,LOT-017,C,L1,Night,Normal,Premium,S3,CH-01,484.76,2.44,118.05,1.411,,17.2,0.892,0.9775,27.3,0
CHIP-03145,WAFER-03145,LOT-026,B,L3,Night,Normal,Advanced,S1,CH-03,483.59,2.608,129.22,1.358,42.67,18.2,0.9328,0.9567,29.69,0
CHIP-03146,WAFER-03146,LOT-011,C,L3,Night,High_Speed,Advanced,S1,CH-01,499.48,2.565,126.85,1.347,41.05,19.0,0.9264,0.9598,29.0,0
CHIP-03147,WAFER-03147,LOT-008,A,L1,Day,High_Speed,Standard,S2,CH-03,473.05,,111.09,1.693,30.47,20.3,0.9365,0.9838,28.08,0
CHIP-03148,WAFER-03148,LOT-024,A,L2,Night,Normal,Standard,S2,CH-03,484.3,2.703,132.33,1.44,34.97,8.8,0.8811,0.9826,35.21,0
CHIP-03149,WAFER-03149,LOT-034,C,L2,Day,High_Speed,Premium,S1,CH-01,499.0,2.603,125.5,1.676,39.09,10.0,0.9601,0.9932,29.65,0
CHIP-03150,WAFER-03150,LOT-037,B,L2,Day,Normal,Advanced,S2,CH-03,472.42,2.788,113.29,1.524,31.06,15.9,0.9651,0.9841,23.48,0
CHIP-03151,WAFER-03151,LOT-040,A,L2,Day,Normal,Standard,S2,CH-01,461.59,2.497,115.93,1.529,35.94,26.2,0.9147,0.9795,78.5,0
CHIP-03152,WAFER-03152,LOT-029,A,L1,Day,High_Speed,Standard,S3,CH-04,512.05,2.451,108.0,1.542,34.66,22.6,0.9221,0.9471,24.6,0
