wafer_id,etch_chamber_temp_avg,cmp_endpoint_thickness,thermal_anneal_temp_max,etch_endpoint_signal,wafer_edge_exclusion,etch_pressure_peak,cmp_pad_temp,deposition_uniformity_index,deposition_thickness_var,cleaning_dhf_concentration,deposition_rate_mean,implant_dose_total,litho_overlay_y,etch_chamber_temp_std,deposition_gas_flow_avg,litho_overlay_x,metrology_cd_mean,cmp_slurry_flow_rate,implant_beam_current,metrology_cd_uniformity,etch_rf_power_mean,cmp_polish_time,litho_exposure_time,deposition_chamber_pressure,litho_dose_avg,implant_tilt_angle,implant_energy_mean,cmp_pressure_avg,particle_count_post,litho_focus_offset,inspection_result
WH_0273,-9.4964,29.4964,9.0439,64.9,0.0,-6377.0,5.8648,0.0491,9.043,2.6807,0.6955,15.76,6.34615,86.8217,19.642,11.999,0.0,3.735,6.3,0.0173,0.0482,3.5605,0.119,0.0579,0.0295,4.9675,1.459,15.8,125.4237,,Pass
WH_0274,,22.6982,16.05,63.0,0.0,-6235.25,48.5466,,9.2405,3.5045,0.7453,15.68,34.4126,116.5563,,13.7193,0.0,2.9109,9.64,0.0129,0.0946,5.1681,0.173,0.0449,0.1614,,1.021,15.68,231.5197,-0.0057,Pass
WH_0275,,12.1736,10.3291,69.2,728.2463,-5444.0,13.446,0.0243,,1.5764,0.7101,15.95,11.2063,70.1754,10.6575,4.2846,0.0,2.125,15.57,0.0295,-0.6623,5.4101,0.0559999999999999,0.1204,0.0523,4.9158,1.314,15.99,69.4156,,Pass
WH_0276,-2.3509,22.3509,12.394,67.2889,0.0,-5572.25,9.5653,0.0099,9.6938,4.4374,0.8106,15.88,6.367000000000001,60.3466,5.4094,1.8706,0.0,1.8645,15.43,0.016,-0.1419,2.0828,0.024,0.0495,0.0297,5.5576,0.9838,15.82,456.2278,-0.0123,Pass
WH_0277,3.8,16.2,10.4448,69.2667,0.0,,10.052,0.0633,8.6005,4.1713,0.7527,15.96,3.6473,46.473,20.6761,15.4079,0.0,5.9438,9.7,0.018,-0.9461,4.2005,0.153,0.074,0.0167,5.8848,0.9554,15.95,118.3764,-0.009,Pass
WH_0278,13.4891,26.5109,12.121,65.2222,0.0,-5452.75,11.3154,0.0314,8.7588,4.8896,0.8139,15.93,6.4745,57.2246,9.4785,5.2181,0.0,0.8808,10.38,0.0438,-0.0473,4.5115,0.067,0.1618,0.0306,5.9735,0.6055,15.93,144.7391,-0.0087,Pass
WH_0279,2.43,17.57,21.37,68.9444,606.25,-5397.25,14.0812,0.0405,8.4896,3.7877,,15.91,6.34615,48.5584,17.9061,7.0539,0.0,1.3252,5.46,0.0163,1.939,3.1845,0.092,0.0615,0.0295,6.1488,0.9791,15.93,90.24,-0.0082,Pass
WH_0280,0.2536,,8.5405,65.2,699.7802,-5630.75,5.3279,0.0293,9.754,,0.7436,15.92,3.3868,69.1162,11.6047,5.1272,0.0,1.5631,8.49,0.0257,-0.0946,2.2684,,0.0938,0.0157,5.0449,1.399,15.96,92.8571,-0.0126,Pass
WH_0281,13.1136,26.8864,17.2364,66.1667,910.8614,-5217.5,13.8764,0.0349,8.8388,3.7435,0.7839,15.98,12.6112,60.6581,26.9298,9.4356,0.0,2.7974,8.32,0.0539,-0.615,3.4406,,0.1782,0.0597,4.1865,,16.01,91.9431,-0.0087,Pass
WH_0282,2.7582,17.2418,12.4664,66.4,,-6482.75,7.2192,0.0213,9.1156,3.1969,,15.62,3.0384,,11.4813,5.2288,0.0,3.7263,11.47,0.0206,0.1419,2.4026,0.052,0.0658,0.0139999999999999,6.3173,1.0590000000000002,15.63,813.5922,-0.0062,Pass
WH_0283,-2.3618,22.3618,5.3052,67.0222,,-5364.75,5.9276,0.0492,8.627,5.8393,0.7348,15.78,6.34615,38.8215,15.0351,8.0527,0.0,1.6669999999999998,6.09,0.0183,-0.8042,7.001,0.107,0.0615,,6.836,1.366,15.74,792.8571,-0.0144,Pass
WH_0284,-3.2945,23.2945,9.594,69.3222,293.3333,-5337.0,8.6003,0.0598,8.8624,,0.8145,15.83,6.34615,38.6617,21.8786,10.4892,0.0,,8.48,,-2.93,4.4349,0.134,0.0786,0.0295,6.5968,1.026,15.76,256.1626,-0.0101,Pass
WH_0285,-6.0445,26.0445,12.1032,63.1889,0.0,-6474.25,7.6766,0.0465,9.0776,4.3635,0.7908,15.95,10.6373,48.5584,23.0524,11.1652,0.0,0.6106,14.3,0.0161,-0.0946,4.8449,0.109,0.0503,0.0494,5.4591,0.946,16.01,68.9655,-0.0082,Pass
WH_0286,,26.5027,,67.4778,,-5342.0,20.5728,0.061,8.7286,3.4619,0.6676,15.77,6.34615,37.422,11.3925,11.1474,,1.9096,4.81,0.0176,-0.8988,8.4012,,0.0609,,5.3559,1.2009999999999998,15.73,136.3029,-0.012,Pass
WH_0287,41.330379108702914,11.4855,8.7234,65.9111,0.0,-6393.5,4.5984,0.0238,9.3998,3.0589,,15.79,24.838,51.1628,16.1916,5.8016,0.0,1.7933,13.3,0.0647146191746591,0.2365,3.0388,,0.1774,0.114,,1.064,15.85,322.2826,-0.0041509618191423,Fail
WH_0288,-7.1427,27.1427,17.4949,68.0,669.8073,-5270.0,,0.0733,8.3383,4.2565,0.8346,15.65,,47.2222,26.3558,12.3457,0.0,2.0743,5.86,,2.458,3.443,0.16,0.0622,0.0295,6.2691,1.097,15.61,118.7559,-0.0108,Pass
WH_0289,-0.8727,20.8727,11.9786,73.1556,0.0,,5.655,0.0412,8.6149,5.7531,0.5949,15.72,4.5499,46.7991,11.6329,6.8925,0.0,3.5377,6.39,0.0195,-3.591,5.1121,0.089,0.078,0.0209,5.6351,1.909,15.7,0.0,-0.0113,Pass
WH_0290,1.0,19.0,,,560.4061,,7.6123,0.0689,8.6968,2.4369,0.81,15.66,3.5969,31.0345,19.1637,12.1888,0.0,0.8134,4.6,0.0225,-2.222,7.551,0.1639999999999999,0.0803,0.0165,5.043,1.012,15.52,215.8895,-0.0145,Pass
WH_0291,3.6809,,12.0176,70.4,0.0,-5546.0,5.5716,0.0242,9.0744,,0.8137,15.82,6.34615,32.9718,14.994000000000002,4.3896,0.0,5.1484,6.26,0.0205,1.655,6.1738,0.0559999999999999,0.0656,0.0295,7.285,0.946,15.75,179.5804,-0.0115,Pass
WH_0292,17.89677910870291,34.9191,9.5938,66.8889,430.5085,,12.8674,0.073,9.7484,12.5945,0.6755,15.79,14.1084,53.4918,28.5977,11.1349,0.0,2.3586,12.76,0.0689146191746591,0.2365,3.9465,,0.1677,0.0666,5.876,1.064,15.85,615.1724,-0.0039509618191423,Fail
WH_0293,25.5127,14.4873,11.0099,64.7111,516.2264,-5657.75,14.0162,0.0433,,3.2911,0.6925,15.7,13.6335,77.2727,17.7651,7.6279,0.0,2.5561,7.74,0.0151,-0.1419,4.263999999999999,0.098,0.0539,0.0641,4.3933,1.012,,107.7337,-0.0044,Pass
WH_0294,1.7273,18.2727,10.9678,67.4222,0.0,-5242.75,4.12,0.073,9.0402,5.2804,0.7492,16.02,,21.8402,,13.0485,0.0,1.6488,,0.0176,-0.5204,4.0796,0.171,0.0663,0.0295,5.821000000000001,1.154,16.08,96.1656,-0.0124,Pass
WH_0295,6.1727,13.8273,9.5939,74.8556,0.0,-5762.75,19.2616,0.0486,8.3542,4.0173,0.6697,15.65,4.1301,36.8758,15.0682,8.6989,0.0,4.8462,16.4,0.0197,-0.5677,4.912,0.115,0.0691,0.019,5.7073,1.163,15.67,371.4988,-0.0098,Pass
WH_0296,,30.1245,9.5857,66.4778,646.3277,-5548.0,9.571,0.0409,10.0686,3.7988,0.8884,15.89,6.34615,95.0,4.4748,6.1387,0.0,1.6897,6.59,0.0337,0.0946,,,0.1033,0.0295,4.5125,0.3122,15.87,,-0.006,Pass
WH_0297,0.2464,,10.89,68.5444,,-5313.5,17.3332,0.0322,8.9191,3.819,0.8307,16.0,6.34615,27.9518,7.2677,,0.0,2.1872,9.52,,-3.119,4.8314,0.078,0.0961,0.0295,5.1716,1.078,15.93,72.372,-0.0104,Pass
WH_0298,4.0736,15.9264,,66.2111,,-5435.75,12.3626,0.0559,8.8105,2.3592,0.8068,15.67,6.34615,33.7812,30.4011,9.9351,0.0,3.4973,8.34,0.0237,0.0,4.9937,0.134,0.1016,0.0295,5.7489,0.8798,15.58,77.0307,-0.013,Pass
WH_0299,-2.0555,22.0555,9.3745,66.1889,0.0,-5640.0,8.617,0.0542,9.0776,4.3113,0.7908,15.95,4.7175,41.8733,5.5403,9.0378,0.0,,7.97,0.0176,-0.0946,1.9702,,0.0714,0.0219,6.8415,0.946,16.01,69.3558,-0.0091,Pass
WH_0300,14.18767910870291,38.6282,9.6202,63.6111,449.1228,-6278.5,9.0786,0.0379,9.2655,4.7931,0.6909,15.8,15.8517,62.0321,18.0345,8.5394,0.0,4.1128,6.54,0.0342146191746591,0.4258,,0.0819999999999999,0.0463,0.0743,5.3321,1.149,15.85,115.882,-0.0048509618191423,Fail
WH_0301,5.3782,14.6218,12.2964,70.0444,900.0,-6401.75,,0.062,8.6406,3.5293,0.823,15.77,21.4328,34.7826,,15.3377,0.0,4.204,8.09,0.0326,0.7569,4.0084,0.151,0.1105,0.1008,6.272,0.9744,15.83,546.6667,-0.0095,Pass
WH_0302,14.9018,25.0982,14.496,63.8889,0.0,-5143.5,7.7962,0.0368,,4.9334,0.6897,15.82,25.2256,34.6667,13.9134,6.5315,0.0,1.3693,11.9,0.0175,-0.5204,3.7547,0.087,0.061,0.1183,,1.078,15.87,113.0204,-0.0075,Pass
WH_0303,-4.6591,24.6591,11.4648,74.4889,565.9259,-5358.5,12.4848,0.0842,8.8889,3.8364,0.807,,4.2969,30.7988,9.173,14.5314,0.0,1.2565,8.61,0.0205,-2.364,3.6036,0.188,0.089,0.0198,6.3735,1.39,15.58,78.1883,-0.013,Pass
WH_0304,11.4855,8.5145,,67.2667,552.8336,-6329.75,3.7442,,8.8043,2.5345,0.6802,15.9,5.5123,29.932,21.1441,11.8247,0.0,2.6789,7.54,0.0153,-0.7096,5.0385,0.1159999999999999,0.0461,0.0254,5.9031,1.135,15.91,84.0655,-0.011,Pass
WH_0305,18.8673,21.1327,10.4485,66.2778,407.225,-6345.75,3.8293,0.0552,9.5642,2.3762,0.838,15.94,10.6609,,21.0155,13.561,0.0,6.3226,10.89,0.0299,0.5677,4.6573,,0.1168,0.0503,6.6952,,,106.1547,-0.0066,Pass
WH_0306,1.3136,18.6864,,63.7889,0.0,-5031.25,21.7441,0.0619,,3.9158,0.562,15.75,6.34615,19.8276,19.8841,10.8213,0.0,1.5006,8.11,0.0198,-3.025,2.6173,0.14,0.0786,0.0295,4.9325,1.801,15.71,275.4639,,Pass
WH_0307,,15.5845,19.1972,70.5667,374.175,-6395.5,8.4747,0.047,8.828,5.2619,0.8048,15.73,6.34615,30.6748,18.3874,10.8652,0.0,2.9338,6.71,0.0345,0.0473,3.219,0.108,0.1238,,6.9078,,15.77,131.9811,-0.0081,Pass
WH_0308,2.2855,17.7145,7.8607,72.4778,482.4742,-5370.75,15.9009,0.0489,8.6149,3.9337,0.5638,15.75,3.7723,45.9364,19.2892,7.4858,,4.9285,5.93,0.0246,-3.4960000000000004,11.2746,0.099,0.0982,0.0174,5.5605,1.763,15.71,303.0303,-0.0141,Pass
WH_0309,4.1691,15.8309,11.8914,68.0889,,-5187.25,16.3092,0.0607,8.7556,5.9384,0.6888,15.82,,39.6285,13.943,10.0583,0.0,6.3367,10.11,0.0225,-0.4258,4.7643,0.138,0.0841,0.0295,8.6883,1.064,15.79,0.0,-0.0121,Pass
WH_0310,-8.7491,28.7491,15.9097,66.6889,0.0,-5677.75,13.1214,0.073,8.755,3.6927,0.7489,,6.34615,30.4762,12.322,13.1543,0.0,2.6454,7.46,0.0205,-0.4731,5.4041,,0.0706,0.0295,4.8942,1.05,15.83,191.3357,-0.0066,Pass
WH_0311,-1.8709,21.8709,6.0015,76.6556,441.6465,-5516.5,,0.064,9.1141,4.753,0.743,15.8,,,8.8582,12.2417,0.0,3.2877,5.93,0.0226,0.0473,0.8511,0.154,0.0818,0.0295,6.3841,1.376,15.85,263.6704,-0.0114,Pass
WH_0312,-0.18,,17.1698,63.9111,918.5185,-5328.25,10.7352,0.0692,9.219,3.3895,0.6383,15.82,5.4034,48.3112,15.9312,11.9494,0.0,3.9357,4.79,0.0332,0.0,6.0501,0.156,0.1165,0.0246,7.9306,1.154,15.9,989.4737,-0.0122,Pass
WH_0313,2.3855,17.6145,8.6409,73.2778,0.0,-5335.5,10.0084,0.0283,,6.9181,0.7308,,51.3369,72.0627,14.4816,4.4207,0.0,2.4228,10.28,0.0307,0.0,6.7141,0.0579999999999999,0.1107,0.2285,5.558,1.286,15.66,0.0,-0.0096,Pass
WH_0314,12.95227910870291,19.8636,15.5068,71.8778,0.0,-5129.25,10.8593,0.0775,8.8356,3.5742,0.8435,15.78,6.34615,28.4987,23.7437,12.7731,0.0,1.9708,7.16,0.0398146191746591,0.9934,4.101,0.171,0.071,0.0295,6.3654,,15.77,67.5522,-0.0053509618191423,Fail
WH_0315,37.89947910870291,,11.811,64.7667,935.7644,-6097.75,38.5716,0.03,9.6234,6.2995,0.8038,15.88,9.6888,67.9406,21.2607,,0.0,3.3943,12.1,,-0.5677,,0.072,0.1369999999999999,0.0458,4.6853,0.9082,15.86,73.812,-0.0014509618191423,Fail
WH_0316,-0.6236,20.6236,11.6671,70.4444,750.0,-5100.0,10.5098,0.0941,8.8973,3.9677,0.6543,15.56,6.34615,54.4651,5.5529,17.4588,0.0,4.634,3.86,0.0185,-1.088,5.6777,0.225,0.0621,0.0295,6.1699,1.295,15.58,607.9646,-0.0141,Pass
WH_0317,2.9964,17.0036,8.0599,67.0333,0.0,-2706.0,218.5144,0.5228,8.6942,3.8227,0.7839,15.98,6.34615,65.8494,228.3244,210.4097,0.0,205.1004,10.08,0.0125,-0.615,202.8106,0.95,0.0403,,5.196000000000001,,,221.2202,-0.0071,Pass
WH_0318,-2.3391,22.3391,12.6635,69.2,825.3968,,17.2339,0.022,,3.2438,,15.86,,196.0199,8.4704,3.4169,,2.6031,5.96,0.023,-0.4731,5.7358,0.045,0.0813,0.0295,6.1435,0.9176,15.88,84.0884,-0.01,Pass
WH_0319,-2.7282,22.7282,7.5063,71.3667,0.0,-5181.75,,0.0362,9.0942,2.4747,0.8046,15.76,3.7987,31.8756,5.803,5.6402,0.0,1.3154,4.24,0.0143,0.0946,1.5219,0.074,0.0612,0.0175,5.8075,1.418,15.7,0.0,-0.0129,Pass
WH_0320,6.5191,13.4809,9.2123,,0.0,-6368.75,3.4544,0.0476,8.828,,0.6492,15.82,,70.7483,24.5765,11.4578,0.0,3.5549,9.44,0.021,-0.1892,4.4497,0.1119999999999999,0.0781,0.0295,5.1286,1.39,15.93,148.7805,-0.0055,Pass
WH_0321,-8.1182,,5.433,,,-5757.25,10.439,0.0584,9.1283,,,15.85,6.34615,68.5315,7.4372,9.8078,0.0,3.8793,6.23,0.0113,-0.0473,2.1441,0.125,,0.0295,6.5511,0.8987,15.82,228.6286,-0.0071,Pass
WH_0322,-2.0718,22.0718,19.2543,71.3889,,-5233.25,21.9175,0.0341,8.8054,5.1067,0.8705,15.88,6.34615,32.4662,28.6842,6.39,0.0,3.6961,8.66,0.0236,-0.7709,4.9209,0.0819999999999999,,0.0295,7.132000000000001,1.925,15.81,,-0.012,Pass
WH_0323,3.9982,16.0018,19.5748,69.8556,0.0,-5615.0,9.0472,0.0897,8.6472,5.1439,0.8454,15.87,4.6936,59.0799,19.1298,15.0348,0.0,4.7379,6.58,0.0218,-2.458,1.9329,,0.0748,0.0216,5.5137,1.352,15.83,64.5897,-0.0103,Pass
WH_0324,-2.5436,22.5436,10.5919,67.5667,0.0,,16.6235,0.0635,8.8105,5.7956,0.7651,15.73,6.4961,45.8015,6.2257,11.4566,0.0,0.9095,8.22,0.0192,-2.08,7.1429,,0.0752,0.0302,4.7538,,15.71,135.0785,-0.0131,Pass
WH_0325,25.4573,14.5427,7.0468,70.7667,,-5534.5,5.5651,0.061,8.7599,1.511,0.7025,15.73,9.4224,111.4754,8.2913,10.8275,0.0,2.2744,17.77,0.0369,-0.3311,5.7483,0.14,,0.0439,4.7397,1.031,15.74,120.6813,-0.0046,Pass
WH_0326,26.2655,13.7345,8.9889,66.2222,0.0,-6449.75,7.3336,0.053,8.7947,4.4658,0.7678,15.83,63.7908,58.5714,22.1979,11.8465,0.0,3.1376,,0.0324,0.1892,5.3397,0.115,0.1095,0.3002,6.0744,1.371,,47.5573,-0.0069999999999999,Pass
WH_0327,18.6827,21.3173,9.8117,65.4667,0.0,-5554.25,4.8251,0.0409999999999999,8.8388,1.7725,0.7025,15.73,8.5537,51.4469,16.1158,6.6192,0.0,2.285,11.21,0.0475,-0.3311,8.2138,0.086,0.1816,0.0398,5.7303,1.031,15.74,142.3002,-0.0078,Pass
WH_0328,14.63317910870291,18.1827,20.6018,67.9889,0.0,-6349.75,5.6853,0.053,,3.0415,0.7287,15.92,4.4127,50.7439,20.3373,13.2642,0.0,5.6509,5.14,0.0635146191746591,,2.9594,0.128,0.1533,0.0205,6.0042,1.338,15.99,0.0,-0.0115509618191423,Fail
WH_0329,6.2045,13.7955,12.7802,68.2,0.0,-6349.0,38.8565,0.0822,8.5459,4.851,,,51.8438,136.0996,19.5021,14.6638,0.0,2.5352,17.79,0.0308,1.419,5.7342,0.187,0.1015,0.237,5.8126,1.068,15.8,324.8796,,Pass
WH_0330,1.2209,18.7791,8.7494,68.7111,,-5587.25,11.4547,0.035,8.7219,,0.8361,15.78,3.6041,33.7514,25.519,6.2512,0.0,2.4817,13.88,0.0224,1.088,3.2302,0.0819999999999999,0.0675,0.0166,4.7162,0.9413,15.73,297.2973,-0.011,Pass
WH_0331,0.2055,19.7945,14.908,72.9778,0.0,-6517.75,6.7661,0.0268,8.1605,4.948,0.7422,15.67,6.34615,39.604,6.1625,5.3073,0.0,8.322000000000001,3.56,0.0197,0.2365,2.3259,0.057,0.0732,0.0295,4.9396,1.399,15.68,106.1882,-0.0101,Pass
WH_0332,1.7791,18.2209,13.8407,72.6222,0.0,-6456.75,,0.0398,8.9607,5.0856,0.685,15.7,6.34615,32.7485,,8.398,0.0,8.0967,11.33,0.0298,-1.466,4.1917,,0.1097,0.0295,6.7658,1.248,15.75,164.1379,-0.0107,Pass
WH_0333,7.3164,12.6836,5.1235,74.5778,846.6926,-5585.25,10.5098,0.0435,8.3588,,0.7217,15.79,6.34615,75.9193,13.8559,7.4868,0.0,1.7555,4.78,0.0169,-0.4258,1.8477,0.096,0.0666,0.0295,6.3023,1.475,15.8,206.2839,,Pass
WH_0334,-8.2255,28.2255,14.9117,66.0889,756.5217,-5393.25,9.8456,0.0813,8.8249,4.7121,,,,76.815,,15.2786,0.0,1.3022,7.58,0.0138,,2.4657,0.1939999999999999,0.0462,0.0295,4.7156,,,181.2746,-0.0053,Pass
WH_0335,2.5045,17.4955,9.4557,68.4111,543.5897,-5316.75,95.5659,0.0393,8.9416,4.5086,0.6785,15.82,12.0279,71.3224,17.5311,6.3406,0.0,1.8972,9.08,0.0257,-0.0473,7.0547,0.0819999999999999,0.0915,0.0563,5.9336,1.366,15.82,72.3774,-0.0084,Pass
WH_0336,14.74947910870291,18.0664,13.4873,74.4667,620.5607,-5447.25,7.5267,0.0688,8.2776,,0.828,15.84,3.1799,46.1388,29.3165,11.4422,0.0,3.2103,5.29,0.0407146191746591,-2.742,7.6048,0.144,0.0696,0.0147,7.2010000000000005,1.305,15.71,147.1927,-0.0083509618191423,Fail
WH_0337,19.47947910870291,33.3364,9.7346,67.6333,214.7882,-5456.25,10.1901,0.078,9.6272,6.2276,0.7709999999999999,15.75,49.2141,44.8598,16.9847,13.8996,0.0,1.885,19.99,0.0636146191746591,0.0,1.7023,0.18,0.1645,0.2239,5.0305,0.9082,15.74,105.7562,-0.0022509618191423,Fail
WH_0338,-4.99,24.99,6.997999999999999,73.2333,0.0,-5491.75,17.6446,0.0367,13.5481,4.8233,,15.7,6.34615,31.7101,6.3870000000000005,6.0282,0.0,2.7585,6.33,,-0.8515,2.8631,0.079,,0.0295,6.2058,1.3430000000000002,15.72,,-0.011,Pass
WH_0339,,14.2055,14.8296,68.2889,338.9247,-5435.5,12.5655,0.0687,9.0695,4.4578,0.7931,15.72,6.34615,104.3478,,12.4855,0.0,1.9867,,0.0172,0.0,4.4478,0.162,0.0563,0.0295,6.0564,1.12,15.73,153.1218,-0.0055,Pass
WH_0340,3.0682,16.9318,21.9749,72.3333,0.0,-5727.0,9.5163,0.0819,8.9605,2.0431,0.5887,15.71,6.34615,42.1053,27.4517,14.4074,0.0,1.9812,7.5,0.0272,-0.5677,3.1019,,0.1029,0.0295,7.3852,1.39,,497.1279,-0.009,Pass
WH_0341,12.502279108702911,20.3136,24.12,70.1556,0.0,-5392.25,14.9103,0.0699,9.0447,2.6448,0.7772,16.03,6.34615,63.5641,21.8022,12.1616,0.0,3.2999,13.1,0.0629146191746591,0.2838,7.1799,0.155,0.14,0.0295,8.8015,1.286,16.07,245.8484,-0.0065509618191423,Fail
WH_0342,1.2327,18.7673,13.9252,72.6333,0.0,,6.8044,0.0651,8.3588,3.5284,0.6717,15.73,3.5536,27.0205,1.6057,11.8348,0.0,1.8688,6.21,0.0256,-0.0946,4.6292,0.154,0.104,0.0166,5.4225,1.881,15.65,96.8037,-0.0104,Pass
WH_0343,10.8955,29.1045,9.3341,67.2111,0.0,-5593.75,4.7732,0.0601,8.872,0.9187,0.6848,15.78,9.7689,62.6826,17.6087,10.3967,0.0,1.6017,6.37,0.0328,0.7569,,0.133,0.1247,0.0465,5.2501,1.182,15.77,839.5604,-0.0094,Pass
WH_0344,13.37677910870291,,8.0075,66.3222,486.1925,-5580.75,16.2523,0.0412,9.2016,4.432,0.6029,15.71,6.34615,29.2596,7.4284,6.4928,0.0,4.0701,21.24,0.0402146191746591,0.0,3.3129,0.084,0.0678,0.0295,7.0939,1.867,15.66,273.3426,-0.0095509618191422,Fail
WH_0345,27.7364,,12.5212,66.9778,0.0,-6361.5,9.7933,0.0444,10.9634,5.0425,0.7709999999999999,,5.3696,85.3333,18.2031,11.012,0.0,3.5826,8.72,0.0175,0.0,5.5041,,0.0531,0.0249,3.9228,0.9082,15.74,,-0.0066,Pass
WH_0346,5.0955,14.9045,10.1495,69.1444,289.8409,-5553.5,24.0029,0.083,8.7662,3.2224,0.8297,15.82,3.0989,62.5337,13.481,,0.0,4.444,19.13,0.0129,0.4258,3.8554,0.198,0.0437,0.0142,5.2581,0.9933,15.85,93.5743,-0.0093,Pass
WH_0347,2.6718,17.3282,10.2859,66.0111,239.6927,-5604.5,7.1907,0.0796,8.6772,5.7705,0.5662,15.8,5.3937,36.534,17.6123,13.6712,0.0,0.7674,4.09,0.0213,-1.797,2.2166,0.174,0.0721,0.0248,5.763999999999999,1.834,15.8,846.4646,-0.0107,Pass
WH_0348,-5.9045,25.9045,,67.3667,0.0,-6367.0,5.9054,0.0447,,3.477,,15.85,6.34615,11.8019,19.8547,10.1149,0.0,4.6643,8.99,0.0272,0.2838,4.521,0.099,0.0859,0.0295,5.0939,1.456,15.92,305.4015,-0.0119,Pass
WH_0349,13.98137910870291,18.8345,15.8263,65.0889,,,,0.0593,8.8105,5.3706,0.7182,16.07,6.34615,41.0256,18.381,9.4326,0.0,1.6206,5.52,0.0396146191746591,-1.83,6.4819,0.128,0.0687,0.0295,5.669,,16.09,,-0.0072509618191423,Fail
WH_0350,-1.6045,21.6045,9.3212,73.6222,,-5768.0,15.43,0.0529,,4.2429,0.809,15.81,6.34615,35.604,11.7508,9.6329,0.0,1.0096,,,-3.025,,0.124,0.0714,0.0295,5.6734,1.1909999999999998,15.7,125.3826,-0.0138,Pass
WH_0351,1.5018,18.4982,24.6676,67.4556,0.0,-6334.25,4.6099,0.039,9.5713,2.7428,0.6764,15.85,13.2466,61.4357,22.6258,9.3984,0.0,3.3215,15.93,0.0247,-0.9934,3.2126,0.091,0.0854,0.061,6.0561,1.267,15.89,83.6272,-0.0075,Pass
WH_0352,0.77,19.23,,75.1667,901.2048,-5455.25,16.6079,0.0632,8.8097,4.9748,0.8443,15.78,6.34615,21.7391,11.3755,,0.0,,5.73,,-2.553,5.9876,0.154,0.0722,,5.1206,0.9413,15.75,103.1753,-0.0115,Pass
WH_0353,24.10677910870291,8.7091,5.6741,67.4222,0.0,-5343.0,,0.038,8.7994,4.2912,0.6802,15.9,6.7939,39.5062,19.3,7.0512,0.0,1.3053,15.56,0.0400146191746591,-0.7096,3.5657,0.092,0.0908,0.0312,5.593999999999999,1.135,,246.6258,-0.0066509618191423,Fail
WH_0354,-3.8864,23.8864,12.4318,74.5444,0.0,-5627.25,13.3635,0.0796,8.2776,2.5287,0.7304,15.71,5.4307,28.614,16.1345,15.2298,0.0,1.5166,5.69,0.0179,1.513,,0.193,0.0806,0.0246,5.3752,0.7379,15.69,,-0.0084,Pass
WH_0355,18.2809,21.7191,8.795,65.1667,0.0,-5659.25,2.6152,0.0684,8.6324,1.7717,0.7608,15.82,5.8481,89.9297,17.6323,11.4637,0.0,,6.52,0.0125,,4.9309,0.149,0.0476,0.0275,4.5431,0.9649,15.83,78.6627,-0.0053,Pass
WH_0356,-1.1764,21.1764,9.7655,61.2111,0.0,-6347.75,6.9631,,9.1287,5.4513,0.8145,,,19.4647,23.9456,10.4535,,1.3663,4.35,0.0214,-2.93,4.402,0.102,0.0879,0.0295,4.7149,1.026,15.76,0.0,-0.0103,Pass
WH_0357,14.52317910870291,18.2927,,,0.0,-5545.25,11.6135,0.0548,8.7073,4.1481,0.7447,15.77,6.34615,45.4545,9.7485,,0.0,3.9707,8.01,0.0448146191746591,-0.3784,4.9768,0.131,0.0998,0.0295,6.0207,,15.74,258.8832,-0.0043509618191423,Fail
WH_0358,3.19,16.81,7.5008,69.4,393.3884,,11.983,0.0399,8.7283,4.2324,0.7611,15.9,6.34615,45.4756,47.8713,7.7091,0.0,3.6027,11.32,0.0286,0.4258,6.9111,0.0969999999999999,0.0917,0.0295,6.2613,0.9838,15.95,123.835,-0.0108,Pass
WH_0359,16.61407910870291,,,71.2,0.0,-5120.0,4.3945,0.076,9.1855,5.9696,0.716,,6.34615,83.3747,11.9555,,0.0,2.069,5.34,0.0554146191746591,,3.7954,,0.1251,0.0295,6.2071,1.456,15.92,460.4444,-0.0005509618191423,Fail
WH_0360,-0.4455,20.4455,10.0448,67.7444,0.0,-6308.75,,,,2.8376,0.7833,15.79,7.2889,67.2897,,11.8444,0.0,4.3009,5.62,,-0.615,3.2352,0.118,0.0734,0.0337,5.3724,0.9507,15.8,68.847,-0.008,Pass
WH_0361,29.0264,10.9736,11.672,65.7333,0.0,-6487.25,4.6553,0.0473,9.094,6.1974,0.7859999999999999,15.7,13.5649,42.5721,21.505,10.9363,0.0,1.5282,9.99,0.0385,0.7569,4.4261,0.106,0.1476,0.0623,4.6683,0.894,15.68,57.0911,-0.0056,Pass
WH_0362,-2.2809,22.2809,7.6165,68.0444,0.0,-6149.25,6.2935,0.0339,9.8481,3.4057,0.8764,15.73,,89.3204,15.9398,8.1318,0.0,2.7485,5.92,0.0139999999999999,,3.6297,0.079,0.0443,0.0295,4.1319,0.9271,15.77,61.2662,-0.0052,Pass
WH_0363,-0.75,20.75,13.718,67.7556,0.0,-5692.5,12.9469,0.0803,8.6544,4.0414,0.562,15.75,3.8743,57.1429,21.5277,13.3543,0.0,0.8601,8.49,0.025,-3.025,5.9619,0.17,0.1,0.0181,5.4452,1.801,15.71,,-0.0091,Pass
